yearID,teamID,payroll,W,L,WSWin,win_percentage,cost_per_win
1988,LAN,16850515,94,67,Y,0.5838509316770186,179260.79787234042
1988,MIN,12462666,91,71,N,0.5617283950617284,136952.37362637362
1988,ML4,8402000,87,75,N,0.5370370370370371,96574.71264367815
1988,MON,9603333,81,81,N,0.5,118559.66666666667
1988,NYA,19441152,85,76,N,0.5279503105590062,228719.43529411763
1988,NYN,15269314,100,60,N,0.625,152693.14
1988,OAK,9690000,104,58,N,0.6419753086419753,93173.07692307692
1988,PHI,13838000,65,96,N,0.40372670807453415,212892.3076923077
1988,PIT,5998500,85,75,N,0.53125,70570.58823529411
1988,SDN,9561002,83,78,N,0.515527950310559,115192.7951807229
1988,SEA,7342450,68,93,N,0.422360248447205,107977.20588235294
1988,SFN,12380000,83,79,N,0.5123456790123457,149156.6265060241
1988,SLN,12880000,76,86,N,0.4691358024691358,169473.68421052632
1988,TEX,5342131,70,91,N,0.43478260869565216,76316.15714285715
1988,TOR,12241225,87,75,N,0.5370370370370371,140703.7356321839
1989,ATL,11112334,63,97,N,0.39375,176386.25396825396
1989,BAL,8275167,87,75,N,0.5370370370370371,95116.86206896552
1989,BOS,17481748,83,79,N,0.5123456790123457,210623.46987951806
1989,CAL,15097833,91,71,N,0.5617283950617284,165910.25274725276
1989,CHA,7265410,69,92,N,0.42857142857142855,105295.79710144928
1989,CHN,10668000,93,69,N,0.5740740740740741,114709.67741935483
1989,CIN,11072000,75,87,N,0.46296296296296297,147626.66666666666
1989,CLE,9094500,73,89,N,0.4506172839506173,124582.19178082192
1989,DET,15146404,59,103,N,0.36419753086419754,256718.71186440677
1989,HOU,15029500,86,76,N,0.5308641975308642,174761.62790697673
1989,KCA,18683568,92,70,N,0.5679012345679012,203082.26086956522
1989,LAN,21071562,77,83,N,0.48125,273656.6493506493
1989,MIN,15531666,80,82,N,0.49382716049382713,194145.825
1989,ML4,11533000,81,81,N,0.5,142382.71604938273
1989,MON,13807389,81,81,N,0.5,170461.59259259258
1989,NYA,17114375,74,87,N,0.45962732919254656,231275.33783783784
1989,NYN,19885071,87,75,N,0.5370370370370371,228564.0344827586
1989,OAK,15613070,99,63,Y,0.6111111111111112,157707.77777777778
1989,PHI,10604000,67,95,N,0.41358024691358025,158268.6567164179
1989,PIT,12737500,74,88,N,0.4567901234567901,172128.37837837837
1989,SDN,14195000,89,73,N,0.5493827160493827,159494.38202247192
1989,SEA,9779500,73,89,N,0.4506172839506173,133965.75342465754
1989,SFN,14962834,92,70,N,0.5679012345679012,162639.5
1989,SLN,16078833,86,76,N,0.5308641975308642,186963.17441860464
1989,TEX,11893781,83,79,N,0.5123456790123457,143298.56626506025
1989,TOR,16261666,89,73,N,0.5493827160493827,182715.34831460673
1990,ATL,14555501,65,97,N,0.4012345679012346,223930.78461538462
1990,BAL,9680084,76,85,N,0.4720496894409938,127369.52631578948
1990,BOS,20558333,88,74,N,0.5432098765432098,233617.42045454544
1990,CAL,21720000,80,82,N,0.49382716049382713,271500.0
1990,CHA,9491500,94,68,N,0.5802469135802469,100973.40425531915
1990,CHN,13624000,77,85,N,0.47530864197530864,176935.06493506493
1990,CIN,14370000,91,71,Y,0.5617283950617284,157912.0879120879
1990,CLE,14487000,77,85,N,0.47530864197530864,188142.85714285713
1990,DET,17593238,79,83,N,0.4876543209876543,222699.21518987342
1990,HOU,18330000,75,87,N,0.46296296296296297,244400.0
1990,KCA,23361084,75,86,N,0.4658385093167702,311481.12
1990,LAN,21318704,86,76,N,0.5308641975308642,247891.90697674418
1990,MIN,14602000,74,88,N,0.4567901234567901,197324.32432432432
1990,ML4,19719167,74,88,N,0.4567901234567901,266475.2297297297
1990,MON,16586388,85,77,N,0.5246913580246914,195133.97647058824
1990,NYA,20912318,67,95,N,0.41358024691358025,312124.14925373136
1990,NYN,21722834,91,71,N,0.5617283950617284,238712.46153846153
1990,OAK,19887501,103,59,N,0.6358024691358025,193082.53398058252
1990,PHI,13173667,77,85,N,0.47530864197530864,171086.58441558442
1990,PIT,15556000,95,67,N,0.5864197530864198,163747.36842105264
1990,SDN,17588334,75,87,N,0.46296296296296297,234511.12
1990,SEA,12553667,77,85,N,0.47530864197530864,163034.63636363635
1990,SFN,19335333,85,77,N,0.5246913580246914,227474.50588235294
1990,SLN,20523334,70,92,N,0.43209876543209874,293190.4857142857
1990,TEX,14874372,83,79,N,0.5123456790123457,179209.3012048193
1990,TOR,17756834,86,76,N,0.5308641975308642,206474.81395348837
1991,ATL,18403500,94,68,N,0.5802469135802469,195781.914893617
1991,BAL,17519000,67,95,N,0.41358024691358025,261477.61194029852
1991,BOS,35167500,84,78,N,0.5185185185185185,418660.71428571426
1991,CAL,33060001,81,81,N,0.5,408148.16049382713
1991,CHA,16919667,87,75,N,0.5370370370370371,194478.93103448275
1991,CHN,23175667,77,83,N,0.48125,300982.6883116883
1991,CIN,26305333,74,88,N,0.4567901234567901,355477.47297297296
1991,CLE,17635000,57,105,N,0.35185185185185186,309385.9649122807
1991,DET,23838333,84,78,N,0.5185185185185185,283789.6785714286
1991,HOU,12852500,65,97,N,0.4012345679012346,197730.76923076922
1991,KCA,26319834,82,80,N,0.5061728395061729,320973.5853658537
1991,LAN,32790664,93,69,N,0.5740740740740741,352587.7849462366
1991,MIN,23361833,95,67,Y,0.5864197530864198,245914.03157894738
1991,ML4,23115500,83,79,N,0.5123456790123457,278500.0
1991,MON,10732333,71,90,N,0.4409937888198758,151159.61971830987
1991,NYA,27344168,71,91,N,0.4382716049382716,385129.1267605634
1991,NYN,32590001,77,84,N,0.4782608695652174,423246.7662337662
1991,OAK,36999167,84,78,N,0.5185185185185185,440466.2738095238
1991,PHI,22487332,78,84,N,0.48148148148148145,288299.1282051282
1991,PIT,23634667,98,64,N,0.6049382716049383,241170.07142857142
1991,SDN,22150001,84,78,N,0.5185185185185185,263690.4880952381
1991,SEA,15691833,83,79,N,0.5123456790123457,189058.22891566265
1991,SFN,30967666,75,87,N,0.46296296296296297,412902.2133333333
1991,SLN,21860001,84,78,N,0.5185185185185185,260238.10714285713
1991,TEX,18224500,85,77,N,0.5246913580246914,214405.88235294117
1991,TOR,19902417,91,71,N,0.5617283950617284,218707.8791208791
1992,ATL,34625333,98,64,N,0.6049382716049383,353319.7244897959
1992,BAL,23780667,89,73,N,0.5493827160493827,267198.5056179775
1992,BOS,43610584,73,89,N,0.4506172839506173,597405.2602739726
1992,CAL,34749334,72,90,N,0.4444444444444444,482629.6388888889
1992,CHA,30160833,86,76,N,0.5308641975308642,350707.3604651163
1992,CHN,29829686,78,84,N,0.48148148148148145,382431.8717948718
1992,CIN,35931499,90,72,N,0.5555555555555556,399238.8777777778
1992,CLE,9373044,76,86,N,0.4691358024691358,123329.52631578948
1992,DET,27322834,75,87,N,0.46296296296296297,364304.4533333333
1992,HOU,15407500,81,81,N,0.5,190216.04938271604
1992,KCA,33893834,72,90,N,0.4444444444444444,470747.69444444444
1992,LAN,44788166,63,99,N,0.3888888888888889,710923.2698412698
1992,MIN,28027834,90,72,N,0.5555555555555556,311420.3777777778
1992,ML4,31013667,92,70,N,0.5679012345679012,337105.07608695654
1992,MON,15822334,87,75,N,0.5370370370370371,181865.908045977
1992,NYA,37543334,76,86,N,0.4691358024691358,493991.2368421053
1992,NYN,44602002,72,90,N,0.4444444444444444,619472.25
1992,OAK,41035000,96,66,N,0.5925925925925926,427447.9166666667
1992,PHI,24383834,70,92,N,0.43209876543209874,348340.4857142857
1992,PIT,33944167,96,66,N,0.5925925925925926,353585.0729166667
1992,SDN,26854167,82,80,N,0.5061728395061729,327489.84146341466
1992,SEA,23179833,64,98,N,0.3950617283950617,362184.890625
1992,SFN,33163168,72,90,N,0.4444444444444444,460599.55555555556
1992,SLN,27583836,83,79,N,0.5123456790123457,332335.3734939759
1992,TEX,30128167,77,85,N,0.47530864197530864,391274.8961038961
1992,TOR,44788666,96,66,Y,0.5925925925925926,466548.6041666667
1993,ATL,41641417,104,58,N,0.6419753086419753,400398.2403846154
1993,BAL,29096500,85,77,N,0.5246913580246914,342311.76470588235
1993,BOS,37120583,80,82,N,0.49382716049382713,464007.2875
1993,CAL,28588334,71,91,N,0.4382716049382716,402652.59154929576
1993,CHA,39696166,94,68,N,0.5802469135802469,422299.6382978723
1993,CHN,39386666,84,78,N,0.5185185185185185,468888.88095238095
1993,CIN,44879666,73,89,N,0.4506172839506173,614789.9452054794
1993,CLE,18561000,76,86,N,0.4691358024691358,244223.68421052632
1993,COL,10353500,67,95,N,0.41358024691358025,154529.85074626867
1993,DET,38150165,85,77,N,0.5246913580246914,448825.4705882353
1993,FLO,19330545,64,98,N,0.3950617283950617,302039.765625
1993,HOU,30210500,85,77,N,0.5246913580246914,355417.64705882355
1993,KCA,41346167,84,78,N,0.5185185185185185,492216.2738095238
1993,LAN,39331999,81,81,N,0.5,485580.23456790124
1993,MIN,28217933,71,91,N,0.4382716049382716,397435.676056338
1993,ML4,23806834,69,93,N,0.42592592592592593,345026.5797101449
1993,MON,18899333,94,68,N,0.5802469135802469,201056.7340425532
1993,NYA,42974900,88,74,N,0.5432098765432098,488351.13636363635
1993,NYN,39043667,59,103,N,0.36419753086419754,661757.0677966102
1993,OAK,37812333,68,94,N,0.41975308641975306,556063.7205882353
1993,PHI,28538334,97,65,N,0.5987654320987654,294209.6288659794
1993,PIT,24822467,75,87,N,0.46296296296296297,330966.2266666667
1993,SDN,25511333,61,101,N,0.3765432098765432,418218.5737704918
1993,SEA,32696333,82,80,N,0.5061728395061729,398735.76829268294
1993,SFN,35050000,103,59,N,0.6358024691358025,340291.2621359223
1993,SLN,23367334,87,75,N,0.5370370370370371,268590.0459770115
1993,TEX,36376959,86,76,N,0.5308641975308642,422987.8953488372
1993,TOR,47279166,95,67,Y,0.5864197530864198,497675.43157894735
1994,ATL,49383513,68,46,,0.5964912280701754,726228.1323529412
1994,BAL,38849769,63,49,,0.5625,616663.0
1994,BOS,37859084,54,61,,0.46956521739130436,701094.1481481482
1994,CAL,25156218,47,68,,0.40869565217391307,535238.6808510638
1994,CHA,39183836,67,46,,0.5929203539823009,584833.3731343284
1994,CHN,36287333,49,64,,0.4336283185840708,740557.8163265307
1994,CIN,40961833,66,48,,0.5789473684210527,620633.8333333334
1994,CLE,30490500,66,47,,0.584070796460177,461977.2727272727
1994,COL,23887333,53,64,,0.452991452991453,450704.3962264151
1994,DET,41446501,53,62,,0.4608695652173913,782009.4528301887
1994,FLO,21633000,51,64,,0.4434782608695652,424176.4705882353
1994,HOU,33126000,66,49,,0.5739130434782609,501909.0909090909
1994,KCA,40541334,64,51,,0.5565217391304348,633458.34375
1994,LAN,38000001,58,56,,0.5087719298245614,655172.4310344828
1994,MIN,28438500,53,60,,0.4690265486725664,536575.4716981133
1994,ML4,24350500,53,62,,0.4608695652173913,459443.3962264151
1994,MON,19098000,74,40,,0.6491228070175439,258081.0810810811
1994,NYA,45731334,70,43,,0.6194690265486725,653304.7714285714
1994,NYN,30956583,55,58,,0.48672566371681414,562846.9636363636
1994,OAK,34172500,51,63,,0.4473684210526316,670049.0196078431
1994,PHI,31599000,54,61,,0.46956521739130436,585166.6666666666
1994,PIT,24217250,53,61,,0.4649122807017544,456929.24528301886
1994,SDN,14916333,47,70,,0.4017094017094017,317368.78723404254
1994,SEA,29228500,49,63,,0.4375,596500.0
1994,SFN,42638666,55,60,,0.4782608695652174,775248.4727272728
1994,SLN,29275601,53,61,,0.4649122807017544,552369.8301886793
1994,TEX,32973597,52,62,,0.45614035087719296,634107.6346153846
1994,TOR,43433668,55,60,,0.4782608695652174,789703.0545454546
1995,ATL,47235445,90,54,Y,0.625,524838.2777777778
1995,BAL,43942521,71,73,N,0.4930555555555556,618908.7464788732
1995,BOS,32455518,86,58,N,0.5972222222222222,377389.74418604653
1995,CAL,31223171,78,67,N,0.5379310344827586,400297.0641025641
1995,CHA,46961282,68,76,N,0.4722222222222222,690607.0882352941
1995,CHN,29505834,73,71,N,0.5069444444444444,404189.5068493151
1995,CIN,43144670,85,59,N,0.5902777777777778,507584.35294117645
1995,CLE,37937835,100,44,N,0.6944444444444444,379378.35
1995,COL,34154717,77,67,N,0.5347222222222222,443567.75324675324
1995,DET,37044168,60,84,N,0.4166666666666667,617402.8
1995,FLO,24515781,67,76,N,0.46853146853146854,365907.17910447763
1995,HOU,34169834,76,68,N,0.5277777777777778,449603.0789473684
1995,KCA,29532834,70,74,N,0.4861111111111111,421897.6285714286
1995,LAN,39273201,78,66,N,0.5416666666666666,503502.57692307694
1995,MIN,25410500,56,88,N,0.3888888888888889,453758.9285714286
1995,ML4,17798825,65,79,N,0.4513888888888889,273828.07692307694
1995,MON,12364000,66,78,N,0.4583333333333333,187333.33333333334
1995,NYA,48874851,79,65,N,0.5486111111111112,618669.0
1995,NYN,27674992,69,75,N,0.4791666666666667,401086.84057971014
1995,OAK,37739225,67,77,N,0.4652777777777778,563272.0149253731
1995,PHI,30555945,69,75,N,0.4791666666666667,442839.7826086957
1995,PIT,18355345,58,86,N,0.4027777777777778,316471.4655172414
1995,SDN,26382334,70,74,N,0.4861111111111111,376890.4857142857
1995,SEA,36481311,79,66,N,0.5448275862068965,461788.746835443
1995,SFN,36462777,67,77,N,0.4652777777777778,544220.5522388059
1995,SLN,37101000,62,81,N,0.43356643356643354,598403.2258064516
1995,TEX,34581451,74,70,N,0.5138888888888888,467316.9054054054
1995,TOR,50590000,56,88,N,0.3888888888888889,903392.8571428572
1996,ATL,49698500,96,66,N,0.5925925925925926,517692.7083333333
1996,BAL,54490315,88,74,N,0.5432098765432098,619208.125
1996,BOS,42393500,85,77,N,0.5246913580246914,498747.0588235294
1996,CAL,28738000,70,91,N,0.43478260869565216,410542.85714285716
1996,CHA,45139500,85,77,N,0.5246913580246914,531052.9411764706
1996,CHN,33081000,76,86,N,0.4691358024691358,435276.3157894737
1996,CIN,42526334,81,81,N,0.5,525016.4691358025
1996,CLE,48107360,99,62,N,0.6149068322981367,485932.9292929293
1996,COL,40179823,83,79,N,0.5123456790123457,484094.2530120482
1996,DET,23438000,53,109,N,0.3271604938271605,442226.41509433964
1996,FLO,31022500,80,82,N,0.49382716049382713,387781.25
1996,HOU,28487000,82,80,N,0.5061728395061729,347402.43902439025
1996,KCA,20281250,75,86,N,0.4658385093167702,270416.6666666667
1996,LAN,35355000,90,72,N,0.5555555555555556,392833.3333333333
1996,MIN,23117000,78,84,N,0.48148148148148145,296371.7948717949
1996,ML4,21730000,80,82,N,0.49382716049382713,271625.0
1996,MON,16264500,88,74,N,0.5432098765432098,184823.86363636365
1996,NYA,54191792,92,70,Y,0.5679012345679012,589041.2173913043
1996,NYN,24479500,71,91,N,0.4382716049382716,344781.6901408451
1996,OAK,21243000,78,84,N,0.48148148148148145,272346.1538461539
1996,PHI,34314500,67,95,N,0.41358024691358025,512156.7164179105
1996,PIT,23017500,73,89,N,0.4506172839506173,315308.2191780822
1996,SDN,28348172,91,71,N,0.5617283950617284,311518.37362637365
1996,SEA,41328501,85,76,N,0.5279503105590062,486217.65882352943
1996,SFN,37144725,68,94,N,0.41975308641975306,546245.9558823529
1996,SLN,40269667,88,74,N,0.5432098765432098,457609.8522727273
1996,TEX,39041528,90,72,N,0.5555555555555556,433794.7555555556
1996,TOR,29555083,74,88,N,0.4567901234567901,399393.0135135135
1997,ANA,31135472,84,78,N,0.5185185185185185,370660.38095238095
1997,ATL,52278500,101,61,N,0.6234567901234568,517608.9108910891
1997,BAL,58516400,98,64,N,0.6049382716049383,597106.1224489796
1997,BOS,43558750,78,84,N,0.48148148148148145,558445.5128205129
1997,CHA,57740000,80,81,N,0.4968944099378882,721750.0
1997,CHN,42155333,68,94,N,0.41975308641975306,619931.3676470588
1997,CIN,49768000,76,86,N,0.4691358024691358,654842.1052631579
1997,CLE,56802460,86,75,N,0.5341614906832298,660493.7209302326
1997,COL,43559667,83,79,N,0.5123456790123457,524815.265060241
1997,DET,17272000,79,83,N,0.4876543209876543,218632.91139240508
1997,FLO,48692500,92,70,Y,0.5679012345679012,529266.304347826
1997,HOU,34777500,84,78,N,0.5185185185185185,414017.85714285716
1997,KCA,34655000,67,94,N,0.4161490683229814,517238.80597014923
1997,LAN,45380304,88,74,N,0.5432098765432098,515685.2727272727
1997,MIN,34072500,68,94,N,0.41975308641975306,501066.17647058825
1997,ML4,23655338,78,83,N,0.484472049689441,303273.5641025641
1997,MON,19295500,78,84,N,0.48148148148148145,247378.20512820513
1997,NYA,62241545,96,66,N,0.5925925925925926,648349.4270833334
1997,NYN,39800400,88,74,N,0.5432098765432098,452277.2727272727
1997,OAK,24018500,65,97,N,0.4012345679012346,369515.3846153846
1997,PHI,36656500,68,94,N,0.41975308641975306,539066.1764705882
1997,PIT,10771667,79,83,N,0.4876543209876543,136350.21518987342
1997,SDN,37363672,76,86,N,0.4691358024691358,491627.2631578947
1997,SEA,41540661,90,72,N,0.5555555555555556,461562.9
1997,SFN,35592378,90,72,N,0.5555555555555556,395470.86666666664
1997,SLN,45456667,73,89,N,0.4506172839506173,622694.0684931506
1997,TEX,53448838,77,85,N,0.47530864197530864,694140.7532467532
1997,TOR,47079833,76,86,N,0.4691358024691358,619471.4868421053
1998,ANA,41281000,85,77,N,0.5246913580246914,485658.82352941175
1998,ARI,32347000,65,97,N,0.4012345679012346,497646.1538461539
1998,ATL,61186000,106,56,N,0.654320987654321,577226.4150943396
1998,BAL,72355634,79,83,N,0.4876543209876543,915894.1012658228
1998,BOS,56757000,92,70,N,0.5679012345679012,616923.9130434783
1998,CHA,38335000,80,82,N,0.49382716049382713,479187.5
1998,CHN,50838000,90,73,N,0.5521472392638037,564866.6666666666
1998,CIN,23005000,77,85,N,0.47530864197530864,298766.2337662338
1998,CLE,60800166,89,73,N,0.5493827160493827,683147.9325842697
1998,COL,50484648,77,85,N,0.47530864197530864,655644.7792207792
1998,DET,24065000,65,97,N,0.4012345679012346,370230.76923076925
1998,FLO,41322667,54,108,N,0.3333333333333333,765234.574074074
1998,HOU,42374000,102,60,N,0.6296296296296297,415431.3725490196
1998,KCA,36862500,72,89,N,0.4472049689440994,511979.1666666667
1998,LAN,48820000,83,79,N,0.5123456790123457,588192.7710843374
1998,MIL,33914904,74,88,N,0.4567901234567901,458309.5135135135
1998,MIN,27927500,70,92,N,0.43209876543209874,398964.28571428574
1998,MON,10641500,65,97,N,0.4012345679012346,163715.38461538462
1998,NYA,66806867,114,48,Y,0.7037037037037037,586025.149122807
1998,NYN,52077999,88,74,N,0.5432098765432098,591795.4431818182
1998,OAK,21303000,74,88,N,0.4567901234567901,287878.3783783784
1998,PHI,36297500,75,87,N,0.46296296296296297,483966.6666666667
1998,PIT,15065000,69,93,N,0.42592592592592593,218333.33333333334
1998,SDN,46861500,98,64,N,0.6049382716049383,478178.5714285714
1998,SEA,54087036,76,85,N,0.4720496894409938,711671.5263157894
1998,SFN,42565834,89,74,N,0.5460122699386503,478267.797752809
1998,SLN,54672521,83,79,N,0.5123456790123457,658705.0722891566
1998,TBA,27280000,63,99,N,0.3888888888888889,433015.873015873
1998,TEX,56572095,88,74,N,0.5432098765432098,642864.7159090909
1998,TOR,51376000,88,74,N,0.5432098765432098,583818.1818181818
1999,ANA,55388166,70,92,N,0.43209876543209874,791259.5142857142
1999,ARI,68703999,100,62,N,0.6172839506172839,687039.99
1999,ATL,73140000,103,59,N,0.6358024691358025,710097.0873786408
1999,BAL,80605863,78,84,N,0.48148148148148145,1033408.5
1999,BOS,63497500,94,68,N,0.5802469135802469,675505.3191489362
1999,CHA,25620000,75,86,N,0.4658385093167702,341600.0
1999,CHN,62343000,67,95,N,0.41358024691358025,930492.5373134328
1999,CIN,33962761,96,67,N,0.588957055214724,353778.7604166667
1999,CLE,72978462,97,65,N,0.5987654320987654,752355.2783505154
1999,COL,61935837,72,90,N,0.4444444444444444,860219.9583333334
1999,DET,36489666,69,92,N,0.42857142857142855,528835.7391304348
1999,FLO,21085000,64,98,N,0.3950617283950617,329453.125
1999,HOU,54914000,97,65,N,0.5987654320987654,566123.7113402062
1999,KCA,26225000,64,97,N,0.39751552795031053,409765.625
1999,LAN,80862453,77,85,N,0.47530864197530864,1050161.7272727273
1999,MIL,43377395,74,87,N,0.45962732919254656,586181.0135135135
1999,MIN,21257500,63,97,N,0.39375,337420.6349206349
1999,MON,17903000,68,94,N,0.41975308641975306,263279.4117647059
1999,NYA,86734359,98,64,Y,0.6049382716049383,885044.4795918367
1999,NYN,65092092,97,66,N,0.5950920245398773,671052.4948453609
1999,OAK,24431833,87,75,N,0.5370370370370371,280825.6666666667
1999,PHI,31692500,77,85,N,0.47530864197530864,411590.9090909091
1999,PIT,24917666,78,83,N,0.484472049689441,319457.25641025644
1999,SDN,49768179,74,88,N,0.4567901234567901,672542.9594594594
1999,SEA,54125003,79,83,N,0.4876543209876543,685126.6202531646
1999,SFN,46595057,86,76,N,0.5308641975308642,541802.9883720931
1999,SLN,49778195,75,86,N,0.4658385093167702,663709.2666666667
1999,TBA,38870000,69,93,N,0.42592592592592593,563333.3333333334
1999,TEX,76709931,95,67,N,0.5864197530864198,807472.9578947368
1999,TOR,45444333,84,78,N,0.5185185185185185,541003.9642857143
2000,ANA,51464167,82,80,N,0.5061728395061729,627611.7926829269
2000,ARI,81027833,85,77,N,0.5246913580246914,953268.6235294117
2000,ATL,84537836,95,67,N,0.5864197530864198,889871.9578947368
2000,BAL,81447435,74,88,N,0.4567901234567901,1100641.0135135136
2000,BOS,77940333,85,77,N,0.5246913580246914,916945.094117647
2000,CHA,31133500,95,67,N,0.5864197530864198,327721.05263157893
2000,CHN,60539333,65,97,N,0.4012345679012346,931374.3538461538
2000,CIN,46867200,85,77,N,0.5246913580246914,551378.8235294118
2000,CLE,75880771,90,72,N,0.5555555555555556,843119.6777777778
